PortfolioID,ClienteID,ValorID,FechaEjecucion,Volumen,Sentido,PrecioReferencia,CanonBolsa,ComisionInter
AE_4894_126,AE_4894,ES0113900J37,2021-05-07,140,V,3.22,1.71,3.6
AE_4894_126,AE_4894,ES0113900J37,2022-01-07,186,C,3.09,2.27,4.75
AE_4894_126,AE_4894,ES0113900J37,2022-04-07,82,C,3.04,1.00,2.15
AE_4894_126,AE_4894,ES0113900J37,2022-07-07,171,C,2.53,2.09,4.38
AE_4894_126,AE_4894,ES0113900J37,2024-02-07,115,C,3.75,1.40,2.98
AE_4894_126,AE_4894,ES0113900J37,2024-03-07,218,C,3.91,2.66,5.55
AE_4894_126,AE_4894,ES0113900J37,2024-05-07,211,C,4.57,2.57,5.38
AE_3452_351,AE_3452,ES0113900J37,2021-06-07,68,C,3.44,0.83,1.8
AE_3452_351,AE_3452,ES0113900J37,2021-10-07,164,V,3.24,2.00,4.2
AE_3452_351,AE_3452,ES0113900J37,2022-07-07,87,C,2.53,1.06,2.28
AE_3452_351,AE_3452,ES0113900J37,2022-07-15,340,C,2.34,4.15,8.6
AE_3452_351,AE_3452,ES0113900J37,2022-11-07,235,V,2.67,2.87,5.98
AE_3452_351,AE_3452,ES0113900J37,2023-07-07,166,C,3.24,2.03,4.25
AE_3452_351,AE_3452,ES0113900J37,2023-11-07,254,V,3.54,3.10,6.45
AE_3452_351,AE_3452,ES0113900J37,2024-02-07,228,V,3.75,2.78,5.8
AE_3452_351,AE_3452,ES0113900J37,2024-03-07,82,C,3.91,1.00,2.15
AE_3452_351,AE_3452,ES0113900J37,2024-07-15,342,V,4.51,4.17,8.65
AE_3452_351,AE_3452,ES0113900J37,2024-08-07,126,V,3.96,1.54,3.25
AE_3452_351,AE_3452,ES0113900J37,2024-10-15,367,V,4.61,4.48,9.28
AE_3643_798,AE_3643,ES0113900J37,2021-05-07,164,C,3.22,2.00,4.2
AE_3643_798,AE_3643,ES0113900J37,2021-06-07,163,V,3.44,1.99,4.18
AE_3643_798,AE_3643,ES0113900J37,2021-10-15,165,V,3.28,2.01,4.23
AE_3643_798,AE_3643,ES0113900J37,2022-06-07,74,C,3.04,0.90,1.95
AE_3643_798,AE_3643,ES0113900J37,2022-07-15,249,C,2.34,3.04,6.33
AE_3643_798,AE_3643,ES0113900J37,2022-12-07,54,V,2.81,0.66,1.45
AE_3643_798,AE_3643,ES0113900J37,2023-06-07,140,V,3.21,1.71,3.6
AE_3643_798,AE_3643,ES0113900J37,2024-01-03,580,C,3.85,7.08,14.6
AE_3643_798,AE_3643,ES0113900J37,2024-03-07,219,V,3.91,2.67,5.58
AE_3643_798,AE_3643,ES0113900J37,2024-04-15,315,C,4.45,3.84,7.98
AE_3643_798,AE_3643,ES0113900J37,2024-08-07,183,C,3.96,2.23,4.68
AE_5269_597,AE_5269,ES0113900J37,2021-07-07,194,C,3.16,2.37,4.95
AE_5269_597,AE_5269,ES0113900J37,2022-01-07,235,C,3.09,2.87,5.98
AE_5269_597,AE_5269,ES0113900J37,2023-11-07,207,C,3.54,2.53,5.28
AE_5269_597,AE_5269,ES0113900J37,2024-01-03,1005,V,3.85,12.26,25.23
AE_5269_597,AE_5269,ES0113900J37,2024-04-15,197,C,4.45,2.40,5.03
AE_5269_597,AE_5269,ES0113900J37,2024-08-07,179,C,3.96,2.18,4.58
AE_5269_597,AE_5269,ES0113900J37,2024-11-07,173,C,4.41,2.11,4.43
AE_1312_479,AE_1312,ES0113900J37,2021-05-07,192,V,3.22,2.34,4.9
AE_1312_479,AE_1312,ES0113900J37,2021-07-07,66,C,3.16,0.81,1.75
AE_1312_479,AE_1312,ES0113900J37,2021-09-07,182,V,3.11,2.22,4.65
AE_1312_479,AE_1312,ES0113900J37,2022-03-07,63,C,2.72,0.77,1.68
AE_1312_479,AE_1312,ES0113900J37,2022-06-07,86,C,3.04,1.05,2.25
AE_1312_479,AE_1312,ES0113900J37,2023-03-07,224,C,3.86,2.73,5.7
AE_1312_479,AE_1312,ES0113900J37,2023-07-07,246,V,3.24,3.00,6.25
AE_1312_479,AE_1312,ES0113900J37,2024-01-03,776,C,3.85,9.47,19.5
AE_1312_479,AE_1312,ES0113900J37,2024-02-07,120,V,3.75,1.46,3.1
AE_1312_479,AE_1312,ES0113900J37,2024-04-15,316,V,4.45,3.86,8
AE_1312_479,AE_1312,ES0113900J37,2024-11-07,230,V,4.41,2.81,5.85
AE_2643_604,AE_2643,ES0113900J37,2021-05-07,51,V,3.22,0.62,1.38
AE_2643_604,AE_2643,ES0113900J37,2021-10-15,344,C,3.28,4.20,8.7
AE_2643_604,AE_2643,ES0113900J37,2022-02-07,159,C,3.25,1.94,4.08
AE_2643_604,AE_2643,ES0113900J37,2023-06-07,214,V,3.21,2.61,5.45
AE_2643_604,AE_2643,ES0113900J37,2024-01-15,444,V,3.80,5.42,11.2
AE_2643_604,AE_2643,ES0113900J37,2024-02-07,148,V,3.75,1.81,3.8
AE_2643_604,AE_2643,ES0113900J37,2024-04-15,308,V,4.45,3.76,7.8
AE_2643_604,AE_2643,ES0113900J37,2024-06-07,62,C,4.74,0.76,1.65
AE_2643_604,AE_2643,ES0113900J37,2024-08-07,87,V,3.96,1.06,2.28
AE_2459_865,AE_2459,ES0113900J37,2021-01-07,67,V,2.75,0.82,1.78
AE_2459_865,AE_2459,ES0113900J37,2021-04-07,109,V,2.92,1.33,2.83
AE_2459_865,AE_2459,ES0113900J37,2021-04-15,498,V,2.91,6.08,12.55
AE_2459_865,AE_2459,ES0113900J37,2021-10-07,79,V,3.24,0.96,2.08
AE_2459_865,AE_2459,ES0113900J37,2022-04-07,150,V,3.04,1.83,3.85
AE_2459_865,AE_2459,ES0113900J37,2022-11-07,108,V,2.67,1.32,2.8
AE_2459_865,AE_2459,ES0113900J37,2023-06-07,111,V,3.21,1.35,2.88
AE_2459_865,AE_2459,ES0113900J37,2023-09-07,79,C,3.41,0.96,2.08
AE_1725_464,AE_1725,ES0113900J37,2021-01-07,107,C,2.75,1.31,2.78
AE_1725_464,AE_1725,ES0113900J37,2021-04-15,180,C,2.91,2.20,4.6
AE_1725_464,AE_1725,ES0113900J37,2022-02-07,73,V,3.25,0.89,1.93
AE_1725_464,AE_1725,ES0113900J37,2022-10-07,52,V,2.55,0.63,1.4
AE_1725_464,AE_1725,ES0113900J37,2022-11-07,169,V,2.67,2.06,4.33
AE_1725_464,AE_1725,ES0113900J37,2023-03-07,76,C,3.86,0.93,2
AE_1725_464,AE_1725,ES0113900J37,2023-07-07,48,C,3.24,0.59,1.3
AE_1725_464,AE_1725,ES0113900J37,2024-01-15,313,C,3.80,3.82,7.93
AE_1725_464,AE_1725,ES0113900J37,2024-04-15,392,C,4.45,4.78,9.9
AE_1725_464,AE_1725,ES0113900J37,2024-05-07,165,C,4.57,2.01,4.23
AE_1019_445,AE_1019,ES0113900J37,2021-05-07,76,V,3.22,0.93,2
AE_1019_445,AE_1019,ES0113900J37,2021-07-07,40,C,3.16,0.49,1.1
AE_1019_445,AE_1019,ES0113900J37,2021-09-07,84,C,3.11,1.02,2.2
AE_1019_445,AE_1019,ES0113900J37,2021-10-15,227,C,3.28,2.77,5.78
AE_1019_445,AE_1019,ES0113900J37,2022-03-07,82,C,2.72,1.00,2.15
AE_1019_445,AE_1019,ES0113900J37,2022-07-07,115,C,2.53,1.40,2.98
AE_1019_445,AE_1019,ES0113900J37,2023-02-07,93,V,3.45,1.13,2.43
AE_1019_445,AE_1019,ES0113900J37,2023-06-07,88,V,3.21,1.07,2.3
AE_1019_445,AE_1019,ES0113900J37,2023-09-07,138,V,3.41,1.68,3.55
AE_1019_445,AE_1019,ES0113900J37,2024-01-03,470,V,3.85,5.73,11.85
AE_1019_445,AE_1019,ES0113900J37,2024-10-15,161,V,4.61,1.96,4.13
AE_4841_189,AE_4841,ES0113900J37,2021-06-07,79,C,3.44,0.96,2.08
AE_4841_189,AE_4841,ES0113900J37,2021-07-15,139,V,3.10,1.70,3.58
AE_4841_189,AE_4841,ES0113900J37,2022-01-07,112,V,3.09,1.37,2.9
AE_4841_189,AE_4841,ES0113900J37,2022-07-15,136,V,2.34,1.66,3.5
AE_4841_189,AE_4841,ES0113900J37,2023-07-07,60,V,3.24,0.73,1.6
AE_4841_189,AE_4841,ES0113900J37,2024-02-07,47,C,3.75,0.57,1.28
AE_4841_189,AE_4841,ES0113900J37,2024-11-07,59,V,4.41,0.72,1.58
AE_9197_304,AE_9197,ES0113900J37,2021-01-15,294,V,2.80,3.59,7.45
AE_9197_304,AE_9197,ES0113900J37,2021-09-07,52,C,3.11,0.63,1.4
AE_9197_304,AE_9197,ES0113900J37,2024-01-15,142,V,3.80,1.73,3.65
AE_9197_304,AE_9197,ES0113900J37,2024-11-07,67,V,4.41,0.82,1.78
AE_5405_899,AE_5405,ES0113900J37,2021-09-07,136,V,3.11,1.66,3.5
AE_5405_899,AE_5405,ES0113900J37,2021-10-15,213,V,3.28,2.60,5.43
AE_5405_899,AE_5405,ES0113900J37,2022-01-07,172,V,3.09,2.10,4.4
AE_5405_899,AE_5405,ES0113900J37,2022-09-07,174,C,2.41,2.12,4.45
AE_5405_899,AE_5405,ES0113900J37,2023-02-07,77,V,3.45,0.94,2.03
AE_5405_899,AE_5405,ES0113900J37,2023-08-07,147,V,3.61,1.79,3.78
AE_5405_899,AE_5405,ES0113900J37,2023-11-07,152,C,3.54,1.85,3.9
AE_5405_899,AE_5405,ES0113900J37,2024-03-07,184,C,3.91,2.24,4.7
AE_4237_240,AE_4237,ES0113900J37,2021-01-07,177,V,2.75,2.16,4.53
AE_4237_240,AE_4237,ES0113900J37,2021-04-07,102,V,2.92,1.24,2.65
AE_4237_240,AE_4237,ES0113900J37,2021-05-07,194,V,3.22,2.37,4.95
AE_4237_240,AE_4237,ES0113900J37,2021-07-07,105,V,3.16,1.28,2.73
AE_4237_240,AE_4237,ES0113900J37,2022-10-07,164,C,2.55,2.00,4.2
AE_4237_240,AE_4237,ES0113900J37,2022-12-07,90,V,2.81,1.10,2.35
AE_4237_240,AE_4237,ES0113900J37,2023-06-07,120,C,3.21,1.46,3.1
AE_4237_240,AE_4237,ES0113900J37,2023-12-07,92,C,3.96,1.12,2.4
AE_4237_240,AE_4237,ES0113900J37,2024-01-03,692,C,3.85,8.44,17.4
AE_4237_240,AE_4237,ES0113900J37,2024-03-07,262,V,3.91,3.20,6.65
AE_4237_240,AE_4237,ES0113900J37,2024-10-07,71,V,4.48,0.87,1.88
AE_4237_240,AE_4237,ES0113900J37,2024-10-15,365,C,4.61,4.45,9.23
AE_3643_465,AE_3643,ES0113900J37,2021-05-07,70,V,3.22,0.85,1.85
AE_3643_465,AE_3643,ES0113900J37,2021-10-15,143,C,3.28,1.74,3.68
AE_3643_465,AE_3643,ES0113900J37,2022-01-07,74,C,3.09,0.90,1.95
AE_3643_465,AE_3643,ES0113900J37,2023-09-07,132,V,3.41,1.61,3.4
AE_3643_465,AE_3643,ES0113900J37,2024-03-07,83,V,3.91,1.01,2.18
AE_3643_465,AE_3643,ES0113900J37,2024-06-07,66,V,4.74,0.81,1.75
AE_3643_465,AE_3643,ES0113900J37,2024-08-07,103,C,3.96,1.26,2.68
AE_3643_965,AE_3643,ES0113900J37,2021-01-15,354,V,2.80,4.32,8.95
AE_3643_965,AE_3643,ES0113900J37,2021-10-15,190,C,3.28,2.32,4.85
AE_3643_965,AE_3643,ES0113900J37,2022-01-03,652,V,2.94,7.95,16.4
AE_3643_965,AE_3643,ES0113900J37,2022-09-07,38,V,2.41,0.46,1.05
AE_3643_965,AE_3643,ES0113900J37,2022-10-07,37,C,2.55,0.45,1.03
AE_3643_965,AE_3643,ES0113900J37,2022-12-07,114,V,2.81,1.39,2.95
AE_3643_965,AE_3643,ES0113900J37,2023-02-07,58,V,3.45,0.71,1.55
AE_3643_965,AE_3643,ES0113900J37,2023-03-07,88,C,3.86,1.07,2.3
AE_3643_965,AE_3643,ES0113900J37,2023-06-07,118,V,3.21,1.44,3.05
AE_3643_965,AE_3643,ES0113900J37,2023-11-07,64,C,3.54,0.78,1.7
AE_3643_965,AE_3643,ES0113900J37,2024-04-15,214,V,4.45,2.61,5.45
AE_3643_965,AE_3643,ES0113900J37,2024-06-07,82,C,4.74,1.00,2.15
AE_3643_965,AE_3643,ES0113900J37,2024-10-15,159,V,4.61,1.94,4.08
AE_4237_262,AE_4237,ES0113900J37,2021-07-07,245,V,3.16,2.99,6.23
AE_4237_262,AE_4237,ES0113900J37,2021-10-15,330,C,3.28,4.03,8.35
AE_4237_262,AE_4237,ES0113900J37,2022-01-03,734,C,2.94,8.95,18.45
AE_4237_262,AE_4237,ES0113900J37,2023-01-03,1110,C,2.85,13.54,27.85
AE_4237_262,AE_4237,ES0113900J37,2023-07-07,438,V,3.24,5.34,11.05
AE_4237_262,AE_4237,ES0113900J37,2023-08-07,276,C,3.61,3.37,7
AE_4237_262,AE_4237,ES0113900J37,2024-04-15,632,V,4.45,7.71,15.9
AE_4237_262,AE_4237,ES0113900J37,2024-07-15,609,C,4.51,7.43,15.33
AE_4237_262,AE_4237,ES0113900J37,2024-10-15,1006,C,4.61,12.27,25.25
AE_4237_719,AE_4237,ES0113900J37,2021-04-07,195,C,2.92,2.38,4.98
AE_4237_719,AE_4237,ES0113900J37,2021-04-15,493,C,2.91,6.01,12.43
AE_4237_719,AE_4237,ES0113900J37,2021-07-07,158,C,3.16,1.93,4.05
AE_4237_719,AE_4237,ES0113900J37,2021-09-07,196,C,3.11,2.39,5
AE_4237_719,AE_4237,ES0113900J37,2021-10-07,239,V,3.24,2.92,6.08
AE_4237_719,AE_4237,ES0113900J37,2022-04-07,165,V,3.04,2.01,4.23
AE_4237_719,AE_4237,ES0113900J37,2022-06-07,103,C,3.04,1.26,2.68
AE_4237_719,AE_4237,ES0113900J37,2022-07-07,269,C,2.53,3.28,6.83
AE_4237_719,AE_4237,ES0113900J37,2022-11-07,118,V,2.67,1.44,3.05
AE_4237_719,AE_4237,ES0113900J37,2023-09-07,199,C,3.41,2.43,5.08
AE_4237_719,AE_4237,ES0113900J37,2024-04-15,577,V,4.45,7.04,14.53
AE_1039_681,AE_1039,ES0118594417,2021-01-07,35,C,7.07,0.43,0.98
AE_1039_681,AE_1039,ES0118594417,2021-09-07,95,C,9.05,1.16,2.48
AE_1039_681,AE_1039,ES0118594417,2022-03-07,102,V,8.82,1.24,2.65
AE_1039_681,AE_1039,ES0118594417,2022-07-15,259,C,9.10,3.16,6.58
AE_1039_681,AE_1039,ES0118594417,2023-02-07,43,V,11.50,0.52,1.18
AE_1039_681,AE_1039,ES0118594417,2023-08-07,140,C,13.34,1.71,3.6
AE_1039_681,AE_1039,ES0118594417,2023-12-07,138,V,14.22,1.68,3.55
AE_1039_681,AE_1039,ES0118594417,2024-04-15,293,V,18.43,3.57,7.43
AE_2208_717,AE_2208,ES0118594417,2021-01-07,112,V,7.07,1.37,2.9
AE_2208_717,AE_2208,ES0118594417,2021-04-15,232,V,7.51,2.83,5.9
AE_2208_717,AE_2208,ES0118594417,2021-06-07,78,V,7.15,0.95,2.05
AE_2208_717,AE_2208,ES0118594417,2022-01-07,42,C,9.53,0.51,1.15
AE_2208_717,AE_2208,ES0118594417,2022-03-07,67,V,8.82,0.82,1.78
AE_2208_717,AE_2208,ES0118594417,2022-04-07,61,V,9.25,0.74,1.63
AE_2208_717,AE_2208,ES0118594417,2022-07-15,73,V,9.10,0.89,1.93
AE_2208_717,AE_2208,ES0118594417,2022-11-07,38,C,9.30,0.46,1.05
AE_2208_717,AE_2208,ES0118594417,2023-08-07,35,V,13.34,0.43,0.98
AE_2208_717,AE_2208,ES0118594417,2024-08-07,38,C,16.97,0.46,1.05
AE_2208_717,AE_2208,ES0118594417,2024-10-15,93,V,17.19,1.13,2.43
AE_7042_886,AE_7042,ES0118594417,2021-01-07,113,C,7.07,1.38,2.93
AE_7042_886,AE_7042,ES0118594417,2021-04-07,104,V,7.69,1.27,2.7
AE_7042_886,AE_7042,ES0118594417,2021-04-15,406,C,7.51,4.95,10.25
AE_7042_886,AE_7042,ES0118594417,2021-10-07,102,C,8.90,1.24,2.65
AE_7042_886,AE_7042,ES0118594417,2022-01-07,85,C,9.53,1.04,2.23
AE_7042_886,AE_7042,ES0118594417,2022-03-07,89,C,8.82,1.09,2.33
AE_7042_886,AE_7042,ES0118594417,2023-01-03,600,V,10.80,7.32,15.1
AE_7042_886,AE_7042,ES0118594417,2023-03-07,119,C,12.40,1.45,3.08
AE_7042_886,AE_7042,ES0118594417,2024-01-03,694,V,14.08,8.47,17.45
AE_7042_886,AE_7042,ES0118594417,2024-03-07,91,C,17.87,1.11,2.38
AE_1082_180,AE_1082,ES0118594417,2021-07-15,223,C,7.58,2.72,5.68
AE_1082_180,AE_1082,ES0118594417,2022-03-07,67,V,8.82,0.82,1.78
AE_1082_180,AE_1082,ES0118594417,2022-06-07,127,C,10.72,1.55,3.28
AE_1082_180,AE_1082,ES0118594417,2023-07-07,56,C,11.79,0.68,1.5
AE_1082_180,AE_1082,ES0118594417,2024-01-15,277,C,15.21,3.38,7.03
AE_6842_345,AE_6842,ES0118594417,2021-01-15,301,C,7.48,3.67,7.63
AE_6842_345,AE_6842,ES0118594417,2021-05-07,120,C,8.26,1.46,3.1
AE_6842_345,AE_6842,ES0118594417,2021-07-15,211,V,7.58,2.57,5.38
AE_6842_345,AE_6842,ES0118594417,2021-10-15,226,V,9.42,2.76,5.75
AE_6842_345,AE_6842,ES0118594417,2022-01-07,71,V,9.53,0.87,1.88
AE_6842_345,AE_6842,ES0118594417,2022-07-07,112,C,8.94,1.37,2.9
AE_6842_345,AE_6842,ES0118594417,2022-09-07,74,V,7.72,0.90,1.95
AE_6842_345,AE_6842,ES0118594417,2023-03-07,116,C,12.40,1.42,3
AE_6842_345,AE_6842,ES0118594417,2024-01-15,203,V,15.21,2.48,5.18
AE_6842_345,AE_6842,ES0118594417,2024-03-07,53,C,17.87,0.65,1.43
AE_6842_345,AE_6842,ES0118594417,2024-06-07,67,V,21.76,0.82,1.78
AE_1517_549,AE_1517,ES0118594417,2021-05-07,129,V,8.26,1.57,3.33
AE_1517_549,AE_1517,ES0118594417,2021-10-07,134,V,8.90,1.63,3.45
AE_1517_549,AE_1517,ES0118594417,2022-01-03,392,V,9.52,4.78,9.9
AE_1517_549,AE_1517,ES0118594417,2022-01-07,67,V,9.53,0.82,1.78
AE_1517_549,AE_1517,ES0118594417,2022-12-07,54,V,10.29,0.66,1.45
AE_1517_549,AE_1517,ES0118594417,2023-02-07,84,V,11.50,1.02,2.2
AE_1517_549,AE_1517,ES0118594417,2024-01-15,121,C,15.21,1.48,3.13
AE_1517_549,AE_1517,ES0118594417,2024-10-07,79,V,17.18,0.96,2.08
AE_1517_549,AE_1517,ES0118594417,2024-10-15,112,V,17.19,1.37,2.9
AE_4894_126,AE_4894,ES0118594417,2021-09-07,80,V,9.05,0.98,2.1
AE_4894_126,AE_4894,ES0118594417,2022-01-03,395,V,9.52,4.82,9.98
AE_4894_126,AE_4894,ES0118594417,2022-01-07,68,C,9.53,0.83,1.8
AE_4894_126,AE_4894,ES0118594417,2022-12-07,107,V,10.29,1.31,2.78
AE_4894_126,AE_4894,ES0118594417,2023-11-07,109,C,12.95,1.33,2.83
AE_4894_126,AE_4894,ES0118594417,2024-01-03,323,C,14.08,3.94,8.18
AE_4894_126,AE_4894,ES0118594417,2024-03-07,76,C,17.87,0.93,2
AE_4894_126,AE_4894,ES0118594417,2024-05-07,128,C,19.60,1.56,3.3
AE_3452_351,AE_3452,ES0118594417,2021-05-07,217,C,8.26,2.65,5.53
AE_3452_351,AE_3452,ES0118594417,2022-07-15,287,C,9.10,3.50,7.28
AE_3452_351,AE_3452,ES0118594417,2022-12-07,107,V,10.29,1.31,2.78
AE_3452_351,AE_3452,ES0118594417,2023-06-07,257,C,11.50,3.14,6.53
AE_3452_351,AE_3452,ES0118594417,2024-01-03,933,C,14.08,11.38,23.43
AE_3452_351,AE_3452,ES0118594417,2024-01-15,790,C,15.21,9.64,19.85
AE_3452_351,AE_3452,ES0118594417,2024-03-07,228,V,17.87,2.78,5.8
AE_3452_351,AE_3452,ES0118594417,2024-06-07,303,V,21.76,3.70,7.68
AE_3452_351,AE_3452,ES0118594417,2024-07-15,482,V,19.24,5.88,12.15
AE_3643_798,AE_3643,ES0118594417,2021-04-07,42,V,7.69,0.51,1.15
AE_3643_798,AE_3643,ES0118594417,2021-06-07,91,V,7.15,1.11,2.38
AE_3643_798,AE_3643,ES0118594417,2021-10-15,119,C,9.42,1.45,3.08
AE_3643_798,AE_3643,ES0118594417,2022-01-07,93,C,9.53,1.13,2.43
AE_3643_798,AE_3643,ES0118594417,2022-04-07,113,V,9.25,1.38,2.93
AE_3643_798,AE_3643,ES0118594417,2022-11-07,61,V,9.30,0.74,1.63
AE_3643_798,AE_3643,ES0118594417,2023-02-07,95,V,11.50,1.16,2.48
AE_3643_798,AE_3643,ES0118594417,2023-09-07,34,V,13.24,0.41,0.95
AE_3643_798,AE_3643,ES0118594417,2023-12-07,66,C,14.22,0.81,1.75
AE_3643_798,AE_3643,ES0118594417,2024-02-07,62,C,16.06,0.76,1.65
AE_3643_798,AE_3643,ES0118594417,2024-05-07,67,C,19.60,0.82,1.78
AE_3643_798,AE_3643,ES0118594417,2024-06-07,71,C,21.76,0.87,1.88
AE_3643_798,AE_3643,ES0118594417,2024-11-07,65,V,16.13,0.79,1.73
AE_5269_597,AE_5269,ES0118594417,2021-04-15,220,V,7.51,2.68,5.6
AE_5269_597,AE_5269,ES0118594417,2021-09-07,56,V,9.05,0.68,1.5
AE_5269_597,AE_5269,ES0118594417,2021-10-07,53,V,8.90,0.65,1.43
AE_5269_597,AE_5269,ES0118594417,2022-03-07,83,V,8.82,1.01,2.18
AE_5269_597,AE_5269,ES0118594417,2022-09-07,75,V,7.72,0.92,1.98
AE_5269_597,AE_5269,ES0118594417,2023-09-07,27,C,13.24,0.33,0.78
AE_5269_597,AE_5269,ES0118594417,2024-03-07,63,V,17.87,0.77,1.68
